Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
F,31,Asian American,College,<25K,North,Resort,4,2,0,HB,No,No,Non-Refundable,Online,No,Check-Out,Yes,25,135,108,3,7,1,0,6
F,34,African American,Grad,>100K,East,Resort,1,3,2,BB,Yes,Yes,Non-Refundable,Agent,No,Check-Out,Yes,20,117,91,3,5,3,0,6
M,26,Asian American,High-School,25K --50K,North,Airport Hotels,3,2,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,146,111,1,7,3,0,5
F,48,caucasian,College,<25K,South,Airport Hotels,1,1,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,No,0,165,99,1,7,3,0,2
F,51,Latino,Grad,<25K,South,Airport Hotels,2,3,1,HB,No,No,No Deposit,Online,No,Check-Out,No,0,121,31,2,7,3,0,6
M,27,African American,College,50K -- 100K,North,City Hotel,2,1,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,40,166,96,1,7,3,0,3
F,40,caucasian,Mid-School,50K -- 100K,North,City Hotel,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,152,77,3,7,4,0,3
M,67,African American,Mid-School,50K -- 100K,East,Resort,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,126,89,1,7,0,0,5
F,33,caucasian,College,25K --50K,East,City Hotel,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,119,110,1,7,0,0,5
F,23,Latino,Mid-School,25K --50K,South,City Hotel,4,2,0,BB,Yes,Yes,Refundable,Online,No,Check-Out,No,0,122,64,1,7,0,0,6
M,61,African American,Grad,25K --50K,South,Airport Hotels,5,1,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,196,66,1,5,3,0,7
M,32,Latino,College,25K --50K,South,Resort,5,3,2,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,249,54,1,7,4,0,10
M,19,Latino,Grad,50K -- 100K,South,Resort,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,40,226,20,1,7,4,0,4
F,33,African American,College,<25K,North,Airport Hotels,2,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,30,228,7,1,7,1,0,5
F,44,African American,Mid-School,>100K,East,Resort,1,2,1,BB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,135,5,3,7,1,0,4
F,56,African American,High-School,<25K,East,City Hotel,1,1,0,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,5,166,6,2,7,5,1,2
M,63,caucasian,Mid-School,25K --50K,East,City Hotel,1,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,25,112,65,1,7,5,1,3
M,18,Asian American,Mid-School,50K -- 100K,West,City Hotel,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,230,86,2,7,5,1,5
M,65,Asian American,High-School,50K -- 100K,North,Airport Hotels,2,1,1,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,199,42,1,5,3,0,4
F,51,Asian American,College,<25K,South,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,139,85,3,4,0,0,5
M,68,Latino,Grad,50K -- 100K,North,City Hotel,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,222,53,1,7,1,0,3
F,54,caucasian,Grad,<25K,North,City Hotel,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,202,289,3,3,2,0,5
F,18,caucasian,High-School,25K --50K,West,Resort,2,2,1,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,20,168,111,1,7,1,0,5
F,23,African American,Grad,<25K,South,Resort,2,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,240,67,1,7,5,1,6
F,45,African American,College,<25K,West,Resort,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,202,6,1,7,6,1,4
F,35,Asian American,College,25K --50K,South,Airport Hotels,1,1,1,BB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,25,220,109,4,5,3,0,3
F,53,caucasian,College,25K --50K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,225,3,2,7,6,1,4
F,60,caucasian,Mid-School,>100K,East,Resort,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,30,159,80,3,7,6,1,4
M,31,Asian American,College,<25K,South,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,247,102,3,6,0,0,3
F,28,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,150,0,1,7,2,0,4
F,67,caucasian,High-School,50K -- 100K,South,Resort,1,2,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,10,126,0,1,7,2,0,3
F,25,Latino,High-School,>100K,South,Resort,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,234,98,4,5,3,0,4
F,18,Latino,College,50K -- 100K,East,Resort,2,1,1,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,5,243,112,1,7,1,0,4
F,40,African American,High-School,<25K,North,City Hotel,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,179,279,1,4,2,0,5
F,18,Asian American,Grad,25K --50K,West,Airport Hotels,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,108,92,4,7,2,0,5
M,25,Latino,College,25K --50K,North,Airport Hotels,1,2,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,116,391,3,7,2,0,4
M,47,African American,College,25K --50K,South,City Hotel,2,2,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,20,247,30,3,7,2,0,5
F,50,caucasian,College,25K --50K,South,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,114,79,3,7,3,0,5
M,42,African American,College,25K --50K,East,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,191,99,1,7,4,0,4
F,33,African American,High-School,50K -- 100K,South,Airport Hotels,1,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,40,106,98,2,7,4,0,4
F,21,caucasian,College,50K -- 100K,South,Resort,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,230,16,1,7,4,0,5
M,24,caucasian,College,25K --50K,South,City Hotel,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-Out,Yes,10,161,66,2,7,5,1,3
M,46,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,2,2,2,BB,Yes,No,Refundable,Agent,Yes,Check-Out,No,0,247,11,1,7,5,1,6
F,33,African American,Grad,50K -- 100K,East,City Hotel,2,1,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,40,111,76,1,6,1,0,4
M,55,Asian American,Mid-School,25K --50K,East,City Hotel,1,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,179,20,4,6,1,0,4
F,68,Asian American,College,>100K,East,City Hotel,5,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,234,43,1,6,1,0,8
M,29,Asian American,High-School,>100K,East,Airport Hotels,5,2,1,BB,No,No,Refundable,Direct,No,Check-Out,Yes,5,141,76,2,7,6,1,8
M,39,caucasian,Grad,>100K,South,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,156,15,2,6,1,0,3
F,46,African American,College,>100K,North,City Hotel,2,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,15,232,102,1,6,5,1,4
M,62,African American,Grad,25K --50K,West,Resort,1,2,2,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,132,15,1,7,0,0,5
M,36,Asian American,College,<25K,North,Resort,2,2,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,25,113,10,4,7,1,0,4
M,22,caucasian,Grad,50K -- 100K,South,Airport Hotels,3,2,2,BB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,10,174,76,1,7,1,0,7
M,23,Asian American,Mid-School,>100K,East,Airport Hotels,5,3,2,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,217,88,2,7,3,0,10
M,46,African American,Grad,25K --50K,East,Resort,3,1,0,BB,No,No,Non-Refundable,Agent,Yes,Check-Out,No,0,244,89,1,7,3,0,4
M,67,Latino,College,>100K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,245,89,1,7,3,0,4
F,51,caucasian,Mid-School,25K --50K,South,Resort,1,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,171,365,1,7,3,0,3
F,41,Asian American,College,25K --50K,North,Airport Hotels,5,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,247,248,1,7,3,0,7
F,43,African American,College,>100K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,239,67,2,5,2,0,3
M,57,African American,College,25K --50K,South,Airport Hotels,1,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,225,7,3,7,5,1,4
M,58,Latino,Grad,<25K,North,Airport Hotels,3,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,10,231,21,1,7,6,1,5
F,37,Latino,High-School,50K -- 100K,East,Airport Hotels,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,182,90,1,7,6,1,6
F,69,Asian American,College,<25K,North,Resort,2,1,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,202,19,4,7,6,1,4
M,38,caucasian,High-School,<25K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,209,9,2,7,6,1,3
M,39,Latino,College,50K -- 100K,West,Resort,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,201,2,1,7,6,1,4
F,41,African American,Grad,<25K,South,Resort,1,3,2,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,107,12,1,7,6,1,6
F,48,Asian American,High-School,<25K,South,Airport Hotels,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,15,160,107,1,7,6,1,3
M,62,Asian American,College,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,212,90,1,7,6,1,4
F,25,Latino,Grad,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,136,36,1,7,0,0,4
F,58,caucasian,College,<25K,North,City Hotel,4,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,125,20,1,7,0,0,5
M,59,caucasian,Mid-School,<25K,South,Resort,1,2,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,196,105,1,7,0,0,3
F,59,Latino,High-School,25K --50K,East,City Hotel,1,1,0,FB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,149,29,1,7,1,0,2
M,66,caucasian,Mid-School,50K -- 100K,North,City Hotel,1,1,0,FB,No,No,No Deposit,Online,No,Check-Out,Yes,25,237,28,2,7,1,0,2
M,19,Latino,Mid-School,<25K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,223,50,1,6,0,0,4
M,55,African American,High-School,25K --50K,West,City Hotel,2,1,1,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,208,78,1,7,2,0,4
M,51,Latino,Mid-School,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,197,20,1,7,2,0,4
F,57,African American,Grad,<25K,West,Resort,1,1,1,BB,Yes,No,Refundable,Agent,Yes,Check-Out,No,0,138,33,2,7,2,0,3
F,65,African American,College,25K --50K,South,Resort,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,238,76,2,7,4,0,2
M,65,Asian American,High-School,25K --50K,South,Airport Hotels,3,1,2,HB,Yes,No,Refundable,Online,No,Check-Out,Yes,10,115,29,2,7,4,0,6
F,58,Asian American,Mid-School,>100K,East,Resort,2,2,1,HB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,20,233,76,2,7,4,0,5
F,23,Asian American,College,<25K,East,Airport Hotels,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-Out,No,0,197,77,1,7,4,0,4
M,43,African American,College,25K --50K,West,City Hotel,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-Out,No,0,114,43,1,7,4,0,3
M,69,Asian American,Mid-School,>100K,North,Resort,5,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,No,0,182,31,3,7,4,0,7
M,64,Latino,Grad,50K -- 100K,North,Resort,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,244,84,3,7,4,0,3
M,58,African American,Mid-School,<25K,South,Airport Hotels,3,3,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,143,10,1,7,5,1,7
M,66,African American,College,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,134,113,2,7,6,1,4
M,47,African American,College,25K --50K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,123,85,1,7,0,0,5
F,38,African American,Mid-School,<25K,East,City Hotel,2,3,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,128,40,1,7,1,0,5
M,47,Latino,College,25K --50K,East,City Hotel,2,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,10,235,31,1,7,3,0,5
F,57,African American,Grad,>100K,South,Airport Hotels,5,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,15,240,33,1,7,4,0,6
F,44,African American,High-School,50K -- 100K,East,Airport Hotels,4,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,195,33,1,7,4,0,7
M,18,caucasian,College,25K --50K,South,Resort,5,1,1,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,5,122,99,1,5,4,0,7
M,38,Latino,Mid-School,<25K,South,Resort,3,3,1,BB,No,No,No Deposit,Agent,No,Check-Out,No,0,209,43,1,7,3,0,7
F,46,Latino,Mid-School,<25K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,209,303,1,7,4,0,3
F,52,caucasian,Grad,<25K,South,Resort,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,174,32,4,6,0,0,4
M,38,African American,Mid-School,25K --50K,South,Resort,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,192,116,1,7,4,0,3
F,24,Asian American,High-School,>100K,East,City Hotel,3,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,104,69,1,7,4,0,6
M,51,Latino,High-School,>100K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,100,109,1,7,5,1,4
F,40,caucasian,College,>100K,South,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,176,108,1,4,2,0,2
F,18,caucasian,High-School,25K --50K,North,City Hotel,4,2,2,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,40,170,32,1,7,2,0,8
M,19,caucasian,High-School,25K --50K,East,Airport Hotels,3,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,128,32,1,7,2,0,6
M,30,caucasian,College,25K --50K,North,Resort,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,195,32,1,7,2,0,5
F,70,African American,Mid-School,>100K,West,City Hotel,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,138,83,1,7,0,0,4
M,55,caucasian,College,>100K,South,City Hotel,2,3,0,BB,No,No,Refundable,Direct,Yes,Check-Out,No,0,133,70,1,7,0,0,5
F,59,Latino,Grad,50K -- 100K,North,Airport Hotels,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,148,15,1,7,0,0,5
M,32,Asian American,Mid-School,25K --50K,South,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,239,53,1,7,1,0,4
M,25,Asian American,High-School,<25K,South,City Hotel,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,178,7,1,7,1,0,5
F,55,caucasian,High-School,25K --50K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,125,35,1,7,5,1,3
M,38,Asian American,College,>100K,North,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,202,39,1,7,5,1,5
F,63,Latino,Grad,25K --50K,East,City Hotel,2,2,0,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,5,211,58,1,5,1,0,4
F,28,African American,College,<25K,North,Airport Hotels,1,1,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,137,77,2,7,6,1,3
M,21,African American,Mid-School,50K -- 100K,East,City Hotel,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-Out,Yes,5,156,28,4,7,1,0,4
M,65,Asian American,High-School,25K --50K,South,Resort,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,180,109,1,7,5,1,6
F,56,Latino,Mid-School,>100K,North,Airport Hotels,4,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,194,29,4,7,5,1,7
F,55,caucasian,High-School,>100K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,250,51,2,7,0,0,4
F,18,caucasian,High-School,<25K,West,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,5,214,1,1,7,0,0,3
M,47,Latino,High-School,<25K,South,Airport Hotels,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,199,6,2,7,5,1,4
M,38,caucasian,High-School,25K --50K,North,Airport Hotels,4,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,No,0,182,70,2,5,1,0,7
F,58,Asian American,Grad,50K -- 100K,East,City Hotel,3,1,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,20,115,9,3,7,6,1,5
M,55,Asian American,College,25K --50K,South,Resort,4,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,137,47,1,7,6,1,5
M,42,Asian American,Mid-School,50K -- 100K,East,City Hotel,2,2,1,FB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,25,233,88,2,7,6,1,5
M,19,caucasian,High-School,25K --50K,North,Airport Hotels,1,2,0,HB,No,No,No Deposit,Agent,No,Check-Out,Yes,5,110,33,1,7,6,1,3
F,55,caucasian,Grad,>100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,112,57,1,6,0,0,3
M,60,Asian American,College,25K --50K,North,Resort,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,231,57,2,7,6,1,4
M,21,African American,Grad,<25K,South,City Hotel,1,1,0,FB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,219,89,1,7,6,1,2
F,30,caucasian,College,50K -- 100K,South,City Hotel,2,1,1,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,40,201,114,2,7,6,1,4
M,35,African American,College,50K -- 100K,South,Airport Hotels,3,1,2,BB,No,No,No Deposit,Online,No,Check-Out,Yes,5,160,29,2,7,6,1,6
F,54,Asian American,Grad,25K --50K,South,Resort,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,240,50,1,7,4,0,4
F,30,caucasian,College,>100K,West,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,106,47,1,7,6,1,4
M,34,Asian American,College,<25K,West,Resort,2,3,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,10,171,57,2,7,6,1,5
M,55,Asian American,College,50K -- 100K,South,Resort,2,2,1,BB,No,No,Non-Refundable,Agent,No,Check-Out,Yes,25,151,96,1,6,4,0,5
F,48,Latino,Mid-School,25K --50K,West,Resort,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,230,10,2,7,1,0,4
M,52,Latino,High-School,>100K,East,Resort,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,244,61,3,7,1,0,4
M,23,Latino,Grad,25K --50K,North,City Hotel,2,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,20,194,30,1,7,3,0,4
M,43,Asian American,College,>100K,East,Airport Hotels,1,2,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,247,58,1,7,3,0,3
F,56,Asian American,High-School,50K -- 100K,South,Resort,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,237,53,2,7,6,1,5
M,29,caucasian,College,50K -- 100K,South,Airport Hotels,3,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,No,0,188,80,1,7,6,1,4
F,62,African American,High-School,25K --50K,West,Airport Hotels,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,169,32,2,7,1,0,6
F,32,African American,High-School,50K -- 100K,East,Airport Hotels,2,2,1,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,15,120,12,1,7,1,0,5
M,21,Asian American,College,<25K,West,City Hotel,2,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,249,37,3,7,1,0,5
M,55,caucasian,Grad,>100K,East,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,10,198,0,1,7,1,0,5
M,60,caucasian,High-School,50K -- 100K,South,Airport Hotels,1,2,1,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,206,33,1,7,1,0,4
F,23,Asian American,College,25K --50K,South,City Hotel,2,3,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,144,86,2,7,2,0,5
F,55,Asian American,Mid-School,25K --50K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,170,7,2,7,2,0,4
M,23,African American,High-School,25K --50K,West,Resort,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,127,21,3,6,0,0,5
F,63,caucasian,College,50K -- 100K,East,Airport Hotels,2,2,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,5,234,95,2,7,3,0,4
F,41,Latino,High-School,<25K,North,Airport Hotels,4,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,30,151,59,1,7,3,0,6
F,60,Asian American,High-School,25K --50K,West,City Hotel,5,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,No,0,180,99,1,7,3,0,6
M,60,caucasian,College,50K -- 100K,South,Resort,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,106,47,3,7,4,0,3
M,22,Latino,Grad,25K --50K,North,City Hotel,5,3,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,199,46,1,7,6,1,8
F,46,caucasian,College,<25K,East,Airport Hotels,2,3,0,BB,No,No,Non-Refundable,Direct,Yes,Check-Out,Yes,20,188,6,2,7,4,0,5
F,43,Latino,College,<25K,East,City Hotel,4,1,1,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,213,32,2,7,4,0,6
M,50,African American,High-School,25K --50K,East,City Hotel,5,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,150,44,3,7,0,0,7
F,35,Asian American,High-School,50K -- 100K,South,Resort,2,1,1,HB,No,No,Refundable,Online,No,Check-Out,No,0,197,114,1,7,0,0,4
M,32,caucasian,College,50K -- 100K,East,Airport Hotels,3,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,194,76,3,5,2,0,6
F,44,Latino,High-School,<25K,West,Resort,3,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,100,90,1,7,0,0,6
F,48,Asian American,High-School,25K --50K,East,City Hotel,2,2,1,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,130,95,3,7,2,0,5
M,41,African American,Mid-School,<25K,North,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,209,108,1,7,2,0,2
M,35,Latino,Mid-School,50K -- 100K,West,Airport Hotels,2,1,1,BB,No,No,Refundable,Online,No,Check-Out,Yes,5,130,97,1,7,2,0,4
M,19,Latino,College,<25K,South,Airport Hotels,2,2,2,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,163,8,1,7,2,0,6
F,64,Latino,College,50K -- 100K,South,Resort,1,1,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,112,61,1,7,2,0,3
M,70,African American,College,<25K,North,Airport Hotels,4,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,124,44,1,6,3,0,7
F,50,African American,Grad,>100K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,123,41,1,7,3,0,3
F,36,African American,College,<25K,South,Airport Hotels,3,2,0,BB,Yes,No,Refundable,Agent,Yes,Check-Out,No,0,180,53,1,7,3,0,5
F,37,Asian American,College,<25K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,244,49,2,7,3,0,4
F,37,caucasian,College,25K --50K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,156,53,1,7,3,0,4
F,56,Latino,Grad,50K -- 100K,East,City Hotel,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,20,112,57,1,7,3,0,3
M,68,African American,College,25K --50K,East,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,209,57,3,6,2,0,5
F,19,African American,College,25K --50K,North,Resort,5,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,241,319,2,3,3,0,7
M,64,caucasian,College,25K --50K,North,Resort,2,3,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,5,170,37,3,7,5,1,5
F,56,Asian American,Mid-School,<25K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,250,49,2,5,5,1,2
M,58,African American,Mid-School,<25K,South,City Hotel,3,2,0,BB,Yes,Yes,Refundable,Agent,Yes,Check-Out,Yes,10,187,35,3,7,5,1,5
F,42,African American,High-School,>100K,North,Resort,3,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,163,72,3,6,0,0,4
F,30,Latino,College,<25K,South,Airport Hotels,2,1,1,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,10,207,99,2,7,5,1,4
M,62,caucasian,Grad,>100K,South,Resort,2,1,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-Out,No,0,214,40,2,6,0,0,3
F,31,Latino,High-School,25K --50K,South,City Hotel,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,116,38,2,7,5,1,4
F,43,Asian American,Mid-School,>100K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,174,105,4,7,5,1,4
F,28,African American,College,>100K,East,Resort,1,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,189,79,2,4,4,0,3
M,64,Latino,Mid-School,50K -- 100K,West,Resort,4,1,1,HB,No,No,No Deposit,Online,No,Check-Out,No,0,164,97,1,5,1,0,6
